"Maquinaria","Hardware","Software","CapacitacionP","EstudioMer","Ventas_anuales2014"
"No","No","No","No","No",1876226.0
"Si","Si","No","No","Si",5.6861062E7
"No","No","No","No","No",4370101.0
"No","No","No","No","No",416500.0
"No","No","No","No","No",4537465.0
"No","No","No","No","No",4655000.0
"No","No","Si","No","No",700000.0
"No","No","No","No","No",133542.0
"No","No","No","No","No",1.1498076E7
"Si","Si","Si","No","No",399092.0
"No","No","No","No","No",9130204.0
"No","No","No","No","No",1343490.0
"Si","No","No","No","No",6000.0
"No","No","No","No","No",110200.0
"No","No","No","No","No",5850000.0
"No","No","No","No","No",591939.0
"No","No","No","No","No",2096916.0
"No","No","No","No","No",412207.0
"No","No","No","No","No",298822.0
"No","No","No","No","No",6866394.0
"No","No","No","No","No",6999921.0
"No","No","No","No","No",7248366.0
"Si","Si","Si","Si","No",6658368.0
"No","No","No","No","No",1.3967745E7
"No","No","No","No","No",65000.0
"No","Si","Si","No","No",2.6381135E7
"No","No","Si","No","No",1555072.0
"No","No","No","No","No",1052292.0
"No","No","No","No","No",60000.0
"No","No","No","No","No",1.8450837E7
"No","No","No","No","No",2260094.0
"No","No","No","No","No",1308731.0
"Si","No","No","No","No",239912.0
"No","No","No","No","No",450000.0
"No","No","No","No","No",546242.0
"Si","No","Si","No","No",1.9499416E7
"Si","Si","Si","No","No",150000.0
"No","No","No","No","No",4341630.0
"No","No","No","No","No",3180000.0
"No","No","No","No","No",1557249.0
"Si","No","No","No","No",1178752.0
"No","No","No","No","No",4500000.0
"No","No","No","No","No",103954.0
"No","No","No","No","No",77150.0
"No","No","No","No","No",44475.0
"No","No","No","No","No",4159774.0
"No","No","No","No","No",1827592.0
"No","No","No","No","No",1282159.0
"No","Si","Si","Si","No",1.1637872E7
"No","No","No","No","No",737811.0
"No","No","No","No","No",7434339.0
"No","No","No","No","No",269820.0
"Si","No","No","No","No",460000.0
"No","No","No","Si","No",4777855.0
"No","No","No","No","No",1.2488107E7
"Si","No","No","Si","No",800000.0
"No","No","No","No","No",2270161.0
"No","No","No","No","No",1.7871988E7
"No","No","No","No","No",71660.0
"No","Si","Si","Si","No",1.0024321E7
"No","Si","Si","No","No",687845.0
"No","No","No","No","No",178714.0
"No","No","No","No","No",649231.0
"No","No","No","No","No",1773218.0
"Si","No","No","Si","No",6782399.0
"Si","No","No","No","No",4465730.0
"No","No","No","No","No",1826052.0
"No","No","Si","No","No",86740.0
"No","No","No","No","No",1.18240371E8
"Si","No","No","No","No",1.4577848E7
"No","No","No","No","No",1.702098E7
"No","No","No","No","No",1.6565753E7
"No","No","No","No","No",420313.0
"No","No","No","No","No",3916479.0
"No","No","No","No","No",444000.0
"No","No","Si","No","No",3023432.0
"Si","Si","Si","Si","Si",1.1932549E7
"No","No","No","No","No",2370059.0
"Si","No","Si","Si","No",2576443.0
"No","No","No","No","No",257000.0
"No","No","No","No","No",1.339997E7
"No","No","No","No","No",6486000.0
"No","No","No","No","No",1.4797966E7
"Si","Si","No","Si","No",1.2638981E7
"Si","No","No","No","No",1717319.0
"No","No","No","No","No",7323592.0
"No","No","No","No","No",374436.0
"No","No","Si","No","No",309240.0
"No","No","No","No","No",1.0546333E7
"Si","Si","Si","No","No",4875571.0
"No","No","No","Si","No",6163083.0
"No","No","No","No","No",2905665.0
"No","No","No","No","No",18500.0
"No","Si","Si","Si","No",1751244.0
"No","No","No","No","No",120000.0
"Si","Si","Si","Si","No",360000.0
"No","No","No","No","No",1000783.0
"No","No","No","No","No",5382904.0
"No","No","No","Si","No",735000.0
"No","No","No","No","No",880863.0
"No","No","Si","No","No",334208.0
"Si","No","No","No","No",1.31308783E8
"Si","No","No","No","No",605588.0
"No","No","No","No","No",1.34732E7
"Si","No","No","Si","No",559365.0
"Si","No","No","No","No",542266.0
"No","No","No","No","No",183219.0
"No","No","No","No","No",3100954.0
"No","No","No","No","No",94086.0
"No","No","No","No","No",294123.0
"Si","Si","No","No","Si",8500000.0
"No","No","No","No","No",1161134.0
"Si","Si","Si","Si","Si",851134.0
"Si","No","Si","No","No",1.7926578E7
"No","No","No","No","No",72160.0
"Si","No","No","No","No",522041.0
"Si","No","Si","No","No",200000.0
"No","No","No","No","No",4230000.0
"No","No","No","No","No",1131009.0
"No","No","No","No","No",8502987.0
"No","No","Si","No","No",500000.0
"No","No","No","No","No",8258279.0
"Si","Si","Si","Si","No",2.7116965E7
"No","No","Si","No","No",9700000.0
"No","No","No","No","No",2.47E7
"No","No","No","No","No",335069.0
"No","No","No","No","No",1834867.0
"No","No","No","No","No",6776388.0
"Si","No","No","Si","No",714003.0
"Si","No","No","Si","No",139651.0
"Si","Si","Si","No","No",3276837.0
"Si","Si","No","Si","Si",430000.0
"No","Si","Si","No","No",3.7529747E7
"No","Si","No","No","No",562490.0
"No","No","No","No","No",764582.0
"No","No","No","No","No",6000000.0
"Si","Si","Si","Si","No",520000.0
"No","No","No","No","No",145388.0
"No","No","No","No","No",640000.0
"No","No","Si","No","No",3083000.0
"Si","No","No","No","No",1.0883134E7
"No","No","No","No","No",3937157.0
"No","No","No","No","No",5832183.0
"No","No","No","No","No",2178013.0
"No","No","No","No","No",96828.0
"No","No","No","No","No",4057450.0
"No","No","No","No","No",1414527.0
"No","No","No","No","No",700000.0
"No","No","No","No","No",1145739.0
"No","No","No","No","No",8229762.0
"No","No","No","No","No",343410.0
"No","No","No","No","No",240000.0
"No","No","No","No","No",3.7806454E7
"No","No","No","No","No",715402.0
"No","No","Si","No","No",1093554.0
"No","No","No","No","No",460365.0
"No","No","No","Si","No",4659.0
"Si","Si","Si","No","No",452715.0
"No","No","No","No","No",3659368.0
"No","No","No","No","No",5851294.0
"No","No","No","No","No",5642778.0
"No","No","No","No","No",1144428.0
"No","No","No","No","No",1.0E7
"Si","Si","No","Si","No",9516321.0
"Si","Si","Si","Si","No",1852899.0
"No","No","No","No","No",5329431.0
"Si","No","No","No","No",615162.0
"No","No","No","No","No",217773.0
"No","No","No","Si","No",31148.0
"No","No","No","No","No",1.0433022E7
"No","No","No","No","No",300000.0
"No","No","No","No","No",599372.0
"No","No","No","No","No",1.2E7
"Si","Si","Si","Si","No",1736000.0
"No","No","No","No","No",2.2357E7
"No","Si","Si","Si","No",3.6729E7
"No","No","No","No","No",472780.0
"No","Si","Si","No","No",2625762.0
"No","No","No","No","No",372000.0
"No","No","Si","No","No",1301759.0
"No","No","No","No","No",40000.0
"No","No","No","No","No",2709981.0
"No","No","No","No","No",6.6364452E7
"No","No","No","No","No",1.9356011E7
"Si","Si","Si","Si","No",2517876.0
"No","No","No","No","No",150000.0
"No","No","No","No","No",120000.0
"Si","No","No","No","No",5284706.0
"No","Si","No","No","No",6628603.0
"No","No","No","No","No",1855585.0
"Si","No","Si","No","No",120000.0
"Si","Si","No","No","Si",9747964.0
"No","No","No","No","No",64000.0
"Si","No","Si","No","Si",707728.0
"No","No","No","No","No",2.3E7
"No","No","No","No","No",8.8698026E7
"No","No","Si","No","No",444906.0
"No","No","No","No","No",41037.0
"No","No","No","No","No",2.8140687E7
"No","No","No","No","No",7360633.0
"No","No","No","No","No",1.2879E7
"No","No","No","No","No",1130049.0
"Si","No","No","Si","No",8000000.0
"Si","No","No","Si","No",2549000.0
"No","No","No","Si","No",3770583.0
"No","No","No","No","No",1340937.0
"Si","Si","Si","Si","No",4431065.0
"No","No","No","No","No",3190107.0
"No","No","No","No","No",133633.0
"No","No","No","No","No",470000.0
"No","Si","Si","Si","No",2841100.0
"No","No","No","No","No",691412.0
"No","Si","No","Si","No",3795189.0
"No","No","No","No","No",623744.0
"Si","Si","No","No","No",1420000.0
"No","No","No","No","No",60000.0
"No","Si","Si","No","No",3600000.0
"No","No","No","No","No",362000.0
"No","No","No","No","No",900000.0
"No","No","No","No","No",217331.0
"Si","No","No","No","No",650000.0
"No","No","No","No","No",1521049.0
"No","No","No","No","No",1248461.0
"No","No","No","No","No",5199560.0
"No","No","No","No","No",2.3041651E7
"No","No","No","No","No",1407111.0
"No","No","Si","Si","No",682329.0
"Si","No","No","No","No",657122.0
"No","No","No","Si","No",4295067.0
"No","No","No","No","No",198645.0
"No","No","No","No","No",213622.0
"No","No","No","No","No",2166465.0
"Si","No","Si","No","No",422874.0
"Si","Si","Si","No","No",1.6E7
"Si","Si","Si","Si","Si",700000.0
"No","No","No","No","No",2615190.0
"No","No","No","No","No",7172795.0
"No","No","No","No","No",4000000.0
"No","No","No","No","No",1585997.0
"Si","No","No","Si","Si",700000.0
"No","No","No","No","No",1.3864626E7
"No","No","No","No","No",1.08866071E8
"No","No","No","No","No",1.6997908E7
"No","No","No","No","No",1.1E7
"No","No","No","No","No",67226.0
"No","No","No","Si","No",4357795.0
"No","No","No","No","No",442088.0
"No","No","No","No","No",2077443.0
"No","No","No","No","No",1.6718348E7
"No","No","Si","No","No",1.3085394E7
"Si","No","No","Si","No",5225637.0
"No","No","Si","No","No",1495105.0
"Si","Si","Si","Si","No",5129880.0
"No","No","No","No","No",550075.0
"No","No","No","No","No",5168419.0
"No","No","No","No","No",1.3966984E7
"No","No","No","No","No",1816265.0
"No","No","No","No","No",1200000.0
"Si","No","No","Si","Si",199744.0
"Si","No","No","Si","No",1.25067454E8
"No","No","No","No","Si",500000.0
"Si","No","No","Si","No",580000.0
"No","No","No","No","No",544907.0
"No","No","No","No","No",2748520.0
"Si","No","No","No","No",2.4E7
"No","Si","Si","Si","No",4018402.0
"No","No","No","No","No",1.2304774E7
"Si","Si","No","Si","No",2467566.0
"Si","No","Si","Si","Si",3.752815E7
"No","No","No","No","No",1727330.0
"No","Si","Si","Si","No",2110200.0
"No","No","No","No","No",54574.0
"No","No","No","No","No",4239002.0
"No","Si","Si","No","No",28000.0
"No","No","No","No","No",4.2985351E7
"Si","No","Si","No","No",2.6057721E7
"No","No","No","No","No",107102.0
"No","No","No","No","No",4281293.0
"No","Si","Si","Si","No",1.57E7
"No","No","Si","Si","Si",1.8185215E7
"No","No","No","No","No",1.9047013E7
"No","No","No","No","No",717000.0
"No","Si","Si","No","No",1.2965E7
"No","No","Si","No","No",1956810.0
"Si","Si","No","No","No",2.030693E7
"Si","Si","Si","Si","Si",7326373.0
"No","No","No","No","No",4.0999976E7
"No","No","No","No","No",8545000.0
"Si","No","No","No","No",1800000.0
"No","No","No","No","No",540000.0
"No","No","No","No","No",220000.0
"No","No","No","No","No",455834.0
"Si","No","No","Si","No",1200000.0
"Si","No","No","Si","Si",1008000.0
"No","No","Si","Si","Si",1038000.0
"No","No","No","No","No",959216.0
"No","No","No","No","No",3155000.0
"No","No","No","No","No",1443807.0
"No","No","Si","No","No",6628238.0
"No","No","Si","Si","No",1400000.0
"No","No","No","No","No",392963.0
"No","No","No","No","No",2810000.0
"No","No","No","No","No",410141.0
"No","No","No","No","No",589356.0
"Si","No","No","No","No",4.25998905E8
"No","Si","No","No","No",291090.0
"No","No","No","No","No",520300.0
"Si","Si","Si","Si","No",3900000.0
"No","No","No","No","No",1.2220224E7
"Si","No","No","Si","No",1700000.0
"No","No","No","No","No",6497390.0
"No","Si","Si","No","No",70000.0
"Si","No","No","No","No",1100000.0
"No","No","No","No","No",178000.0
"No","No","No","No","No",214023.0
"No","No","No","No","No",451295.0
"No","No","No","No","No",1.94E8
"Si","No","No","No","No",2116409.0
"No","No","No","No","No",55447.0
"Si","Si","Si","Si","No",60000.0
"No","No","No","No","No",2.5474575E7
"Si","No","Si","No","No",1847653.0
"No","No","No","No","No",680128.0
"No","No","No","No","No",93634.0
"No","No","No","Si","No",218911.0
"Si","No","No","No","No",5.0038123E7
"No","No","No","No","No",5225000.0
"No","No","No","No","No",1241485.0
"No","No","No","No","No",290613.0
"No","No","No","No","No",4444727.0
"No","No","No","No","No",3699555.0
"No","No","No","No","No",80455.0
"No","No","No","No","No",310154.0
"No","No","No","No","No",2.1726686E7
"No","No","No","No","No",7224178.0
"No","No","No","No","No",2608094.0
"No","No","No","No","No",6952000.0
"No","No","No","No","No",3054962.0
"Si","No","No","No","No",4400000.0
"No","No","No","No","No",1.3432121E7
"No","No","No","No","No",221525.0
"No","No","No","No","No",9580011.0
"No","No","No","No","No",9558727.0
"No","No","No","No","No",3.4203565E7
"No","No","No","No","No",19760.0
"No","No","No","No","No",1234782.0
"Si","No","Si","Si","No",2669776.0
"Si","No","No","No","No",1074623.0
"No","No","No","No","No",1884726.0
"No","No","No","Si","No",800000.0
"No","No","No","No","No",1.6400844E7
"No","No","No","No","No",4597124.0
"No","No","No","No","No",1.66288206E8
"Si","Si","Si","Si","No",4578000.0
"No","No","No","No","No",3432700.0
"No","No","No","No","No",249501.0
"No","Si","Si","Si","No",1.55570272E8
"No","No","No","No","No",157000.0
"No","No","No","No","No",1.0208E7
"No","No","No","No","No",2.5235518E7
"No","No","No","No","No",170000.0
"No","No","No","No","No",596294.0
"No","No","No","No","No",2000000.0
"No","No","No","No","No",1251325.0
"No","No","No","No","No",425000.0
"No","No","No","No","No",506799.0
"Si","Si","No","Si","No",1730000.0
"No","No","No","No","No",1500000.0
"No","No","No","No","No",67689.0
"No","No","No","No","No",4000000.0
"No","No","No","No","No",164200.0
"No","No","Si","No","No",300000.0
"No","No","No","No","No",2294522.0
"No","No","No","No","No",2.3697637E7
"No","Si","Si","No","No",979953.0
"Si","No","No","No","No",3216156.0
"No","No","No","No","No",4860190.0
"No","No","No","No","No",91073.0
"No","No","No","No","No",463756.0
"No","No","No","No","No",1.20085526E8
"Si","No","No","No","No",1361093.0
"No","Si","Si","Si","No",1.6628097E7
"No","No","No","No","No",403200.0
"No","No","No","No","No",165266.0
"No","No","No","No","No",7711805.0
"No","No","No","No","No",3211278.0
"No","No","No","No","No",4713740.0
"Si","Si","Si","Si","No",7819000.0
"No","No","No","No","No",25000.0
"No","No","No","No","No",183343.0
"No","No","No","No","No",3.3374523E7
"Si","Si","No","Si","No",6484445.0
"Si","Si","No","Si","No",2120670.0
"Si","No","No","No","No",697119.0
"Si","No","Si","Si","No",883028.0
"No","No","No","No","No",57672.0
"No","No","No","No","No",330000.0
"Si","No","No","No","No",1.3756611E7
"No","No","No","No","No",2102357.0
"No","No","No","No","No",5987976.0
"No","Si","Si","Si","No",9113066.0
"No","No","No","Si","No",949347.0
"Si","No","No","No","No",50000.0
"Si","Si","Si","Si","No",3062222.0
"No","No","No","No","No",8700000.0
"No","No","No","No","No",4.827755E7
"No","No","No","No","No",255422.0
"No","No","No","No","No",1.4461183E7
"No","Si","No","Si","No",2.73903088E8
"Si","Si","Si","Si","No",2738344.0
"No","No","No","No","No",2636660.0
"No","No","No","No","No",1.9022908E7
"Si","No","No","No","No",513858.0
"No","No","No","No","No",116251.0
"No","No","No","No","No",120000.0
"Si","No","Si","Si","No",638740.0
"No","No","No","No","No",4574205.0
"No","No","No","Si","Si",4.9299836E7
"Si","No","No","No","No",6859978.0
"Si","Si","No","No","No",2000000.0
"Si","No","Si","No","No",456308.0
"No","No","No","No","No",1.1512559E7
"No","No","No","No","No",1.8759799E7
"No","No","No","No","No",355910.0
"No","No","No","No","No",138926.0
"No","No","No","No","No",7.5856596E7
"No","No","No","No","No",5877561.0
"No","No","No","No","No",610050.0
"Si","Si","Si","Si","Si",1199690.0
"No","No","No","No","No",9.3116951E7
"No","No","No","No","No",1090000.0
"No","No","No","No","No",1403584.0
"No","No","No","No","No",4035749.0
"No","No","No","No","No",70000.0
"No","No","No","No","No",179865.0
"Si","No","No","No","No",682062.0
"Si","No","No","No","No",538375.0
"No","No","No","No","No",470000.0
"No","No","No","No","No",2424290.0
"No","No","No","No","No",1971346.0
"Si","No","No","No","No",183174.0
"No","No","No","No","No",265543.0
"Si","Si","Si","Si","No",4807420.0
"No","No","No","No","No",8433855.0
"No","No","No","No","No",634872.0
"No","No","No","No","No",5299000.0
"No","No","No","No","No",371674.0
"Si","Si","Si","No","No",1.11E7
"No","No","No","No","No",267372.0
"Si","Si","Si","Si","No",200000.0
"Si","Si","Si","No","No",5978830.0
"No","No","No","No","No",1135330.0
"No","No","No","No","No",374477.0
"No","No","No","No","No",3352510.0
"No","No","No","No","No",4700813.0
"No","No","No","No","No",1973829.0
"Si","No","No","No","No",1600000.0
"No","No","No","No","No",250000.0
"No","No","No","No","No",200000.0
"Si","No","No","No","No",426656.0
"No","No","Si","No","No",6.0148243E7
"No","No","No","No","No",3448962.0
"No","No","No","No","No",427575.0
"No","No","No","No","No",1.1369386E7
"No","No","No","No","No",850000.0
"Si","Si","Si","No","No",449515.0
"Si","No","No","No","No",2300000.0
"Si","Si","No","Si","No",1.9807775E7
"No","No","No","No","No",1803588.0
"Si","Si","Si","Si","No",456741.0
"Si","No","No","No","No",675382.0
"No","No","No","No","No",259000.0
"No","No","No","No","No",1284725.0
"No","No","No","No","No",369635.0
"No","No","No","No","No",997498.0
"No","No","No","No","No",7352049.0
"No","No","No","No","No",1037232.0
"No","No","No","No","No",1210159.0
"No","No","No","No","No",2534782.0
"No","No","No","No","No",4300668.0
"No","Si","Si","No","Si",1.109084E7
"No","No","No","No","No",1396106.0
"No","No","No","No","No",366064.0
"Si","No","No","Si","No",957000.0
"No","No","No","Si","No",159253.0
"No","No","No","No","No",5203270.0
"No","No","No","Si","No",384421.0
"No","No","No","No","No",404195.0
"No","No","No","No","No",2507370.0
"No","Si","No","No","No",1.052633336E9
"Si","No","No","No","No",2945686.0
"No","No","No","No","No",315682.0
"No","No","No","No","No",544699.0
"No","No","Si","No","Si",1.3398E7
"Si","No","No","Si","No",3.2999651E7
"No","No","No","No","No",111290.0
"No","No","No","No","No",3374787.0
"Si","No","No","No","No",2327441.0
"No","No","No","No","No",1600907.0
"No","No","No","No","No",887254.0
"No","No","No","No","No",1.7073203E7
"No","No","No","No","No",600000.0
"No","No","No","No","No",2509404.0
"Si","No","Si","Si","No",1144259.0
"Si","Si","No","No","No",208000.0
"No","No","No","No","No",4.1275654E7
"Si","No","Si","Si","No",1000000.0
"No","No","No","No","No",655234.0
"No","No","No","No","No",3473824.0
"No","No","No","Si","No",1017912.0
"Si","Si","No","No","No",198814.0
"No","No","No","No","No",9696345.0
"No","No","No","No","No",252460.0
"Si","No","No","Si","No",258882.0
"No","No","No","No","No",508167.0
"No","No","No","No","No",4545341.0
"No","No","No","No","No",475520.0
"No","No","No","No","No",258000.0
"No","No","No","No","No",3001999.0
"No","No","No","No","No",445225.0
"No","No","No","No","No",9181078.0
"No","No","No","No","No",7277423.0
"No","No","No","No","No",748666.0
"Si","No","No","Si","No",300000.0
"Si","No","Si","No","No",1.1945292E7
"No","No","No","No","No",1.4780226E7
"No","No","No","No","No",540000.0
"No","No","No","No","No",350000.0
"No","No","No","No","No",420249.0
"Si","Si","Si","No","No",412000.0
"Si","No","No","No","No",1267533.0
"No","No","No","No","No",60000.0
"No","No","No","No","No",451469.0
"No","No","No","No","No",13000.0
"Si","No","No","No","No",187913.0
"No","No","No","No","No",5842488.0
"No","No","No","No","No",248131.0
"No","No","No","No","No",1488529.0
"No","No","No","No","No",1.4132164E7
"No","No","No","No","No",800000.0
"No","No","No","No","No",2.99E7
"No","No","No","No","No",3808267.0
"No","No","Si","Si","No",6671519.0
"No","Si","No","Si","No",2015563.0
"No","No","No","No","No",478000.0
"No","No","No","No","No",4030584.0
"Si","No","Si","Si","No",2.3346418E7
"No","No","No","No","No",18030.0
"No","No","No","No","No",150000.0
"Si","Si","Si","Si","Si",8000000.0
"No","No","No","No","No",225973.0
"No","No","No","No","No",8952845.0
"Si","No","No","No","No",227262.0
"No","No","No","No","No",1.0510292E7
"No","No","No","No","No",250000.0
"No","No","No","No","No",177337.0
"No","No","No","No","No",167518.0
"No","No","Si","No","No",1.6991155E7
"No","No","No","No","No",2.22143977E8
"No","No","No","No","No",6238882.0
"Si","Si","No","No","No",745025.0
"Si","No","Si","Si","No",45526.0
"Si","Si","Si","No","No",363725.0
"No","Si","No","No","No",7370636.0
"No","Si","No","No","No",8940738.0
"No","No","No","No","No",3454272.0
"No","No","No","No","No",1.9253297E7
"No","No","No","No","No",278245.0
"No","No","No","No","No",1.7513101E7
"No","No","No","No","No",600062.0
"No","No","No","No","No",7320789.0
"No","No","No","No","No",200000.0
"No","No","No","No","No",72000.0
"No","No","No","No","No",2.7545113E7
"No","Si","No","Si","Si",8722138.0
"Si","No","No","No","No",1.0085975E7
"No","No","No","No","No",78912.0
"No","Si","No","No","No",276981.0
"No","No","No","No","No",460000.0
"No","No","No","No","No",5128173.0
"No","No","No","No","No",1938931.0
"No","No","No","No","No",5632916.0
"No","No","No","No","No",250000.0
"No","No","No","No","No",233692.0
"No","No","No","No","No",440265.0
"No","No","No","No","No",394625.0
"No","No","No","No","No",663098.0
"Si","No","No","No","No",400000.0
"No","No","Si","No","No",7875402.0
"No","No","Si","Si","No",8881329.0
"No","No","No","No","No",8000000.0
"Si","Si","Si","No","No",7176832.0
"No","No","No","No","No",7921050.0
"No","Si","No","No","No",9828902.0
"No","No","No","Si","Si",2.3432643E7
"Si","No","No","No","Si",7.2627259E7
"Si","No","No","No","No",9619595.0
"No","No","No","No","No",1.3736362E7
"No","No","No","No","No",3544845.0
"No","No","Si","No","No",2832326.0
"No","No","No","Si","No",450000.0
"No","No","No","No","No",2277112.0
"No","No","No","No","No",445292.0
"No","No","No","No","No",6972508.0
"Si","No","No","Si","No",516310.0
"No","No","No","No","No",390235.0
"No","No","No","No","No",6460345.0
"No","No","No","No","No",4973491.0
"Si","No","No","No","No",1149929.0
"No","No","No","No","No",742830.0
"No","No","No","No","No",3.3364198E7
"No","Si","Si","Si","No",210526.0
"No","No","No","No","No",2208535.0
"No","No","No","No","No",513469.0
"No","No","No","No","No",3.7077502E7
"No","No","No","No","No",764638.0
"Si","No","No","No","No",1500000.0
"No","No","No","No","No",7953206.0
"No","No","No","Si","No",158000.0
"No","No","No","No","No",1373856.0
"Si","Si","Si","Si","No",215058.0
"No","No","No","No","No",4114879.0
"Si","No","No","No","No",1.52175684E8
"No","No","No","No","No",51840.0
"No","No","Si","No","No",8660000.0
"No","No","No","No","No",2476620.0
"No","No","No","No","No",8584245.0
"Si","No","No","No","No",9393399.0
"No","No","No","No","No",1.1514277E7
"Si","Si","No","No","No",1.90044437E8
"No","No","No","No","No",287000.0
"No","No","No","No","No",1200000.0
"Si","No","No","No","No",472390.0
"No","No","No","No","No",1132237.0
"Si","No","No","No","No",4200000.0
"No","No","No","No","No",628009.0
"No","Si","No","Si","No",230880.0
"No","No","No","No","No",5789800.0
"No","No","No","No","No",277256.0
"No","No","No","No","No",589320.0
"No","No","No","No","No",3835458.0
"No","No","No","No","No",371478.0
"No","No","No","No","No",904569.0
"No","No","No","No","No",4312218.0
"No","No","No","No","No",111000.0
"Si","Si","Si","Si","Si",5624914.0
"No","No","No","No","No",8927290.0
"No","No","No","No","No",287779.0
"No","No","Si","Si","No",211854.0
"No","No","No","No","No",800000.0
"No","No","No","No","No",663624.0
"No","No","No","No","No",234383.0
"No","No","No","No","No",30000.0
"No","No","No","No","No",813000.0
"No","Si","Si","No","No",3.0346863E7
"No","Si","Si","Si","No",3.1941719E7
"Si","No","No","No","No",1.4021875E7
"No","No","No","No","No",1860000.0
"No","Si","No","Si","No",454397.0
"No","No","No","No","No",686000.0
"Si","Si","Si","Si","No",3.5816953E7
"No","No","No","No","No",1620000.0
"No","Si","Si","No","No",8370085.0
"No","No","No","No","No",7.4811453E7
"No","No","No","No","No",536202.0
"No","No","No","No","No",157372.0
"No","No","No","Si","No",686440.0
"No","No","No","No","No",393324.0
"No","No","No","Si","No",6023377.0
"No","No","No","No","No",30000.0
"No","No","No","Si","No",8184208.0
"No","No","No","No","No",33861.0
"No","No","No","No","No",1507740.0
"No","No","No","No","No",35000.0
"No","No","No","No","No",572150.0
"No","No","No","No","No",1121639.0
"No","No","No","No","No",5675731.0
"No","No","No","No","No",3.0676258E7
"No","Si","Si","No","No",58650.0
"No","No","Si","No","No",285763.0
"Si","No","No","No","No",816313.0
"No","No","No","No","No",385270.0
"No","No","Si","No","No",3.1120255E7
"No","No","No","No","No",56000.0
"No","No","No","No","No",5.7023823E7
"No","No","No","No","No",6652279.0
"Si","Si","No","No","No",787800.0
"Si","No","Si","No","No",2777172.0
"No","No","No","No","No",1330000.0
"No","No","No","No","No",7708118.0
"Si","No","No","Si","No",513220.0
"No","Si","Si","Si","No",6143711.0
"Si","No","No","No","No",1.302758E7
"No","No","No","No","No",9671855.0
"Si","No","No","No","Si",686446.0
"Si","No","No","No","No",100000.0
"No","No","No","No","No",5789063.0
"Si","Si","No","Si","No",6353465.0
"No","No","Si","No","No",5271600.0
"No","No","No","No","No",645132.0
"No","No","No","No","No",2000000.0
"No","No","No","No","No",304291.0
"No","No","No","No","No",445050.0
"No","No","No","No","No",1691035.0
"No","Si","Si","Si","No",2.9774865E7
"Si","No","No","No","No",8.1071746E7
"Si","Si","Si","Si","No",4830957.0
"No","Si","Si","No","No",398123.0
"Si","No","No","No","No",3.0140878E7
"No","No","No","No","No",1.9747E7
"No","No","No","No","No",5272748.0
"No","No","No","No","No",161656.0
"Si","No","No","No","No",8252130.0
"No","No","No","No","No",7664280.0
"Si","No","Si","Si","No",2.0325402E7
"No","No","No","No","No",712761.0
"No","No","No","No","No",5278000.0
"No","No","No","Si","No",356464.0
"No","No","No","No","No",8555505.0
"No","No","No","No","No",4.5037051E7
"No","No","No","No","No",4068643.0
"No","No","No","No","No",689184.0
"Si","No","No","No","No",1230154.0
"Si","No","No","No","No",282228.0
"Si","No","No","Si","Si",1054579.0
"No","No","No","No","No",207778.0
"No","No","No","No","No",183333.0
"No","No","No","No","No",1.0361592E7
"No","No","No","No","No",260789.0
"No","No","No","No","No",2650763.0
"No","No","No","Si","No",7292978.0
"No","No","No","No","No",2598994.0
"Si","No","No","Si","Si",1250000.0
"No","No","No","No","No",7.6513819E7
"No","Si","Si","Si","No",7.2E7
"Si","Si","Si","No","No",1602081.0
"No","No","No","No","No",450000.0
"Si","No","Si","No","No",278629.0
"Si","No","No","No","No",2656518.0
"Si","Si","No","Si","No",9591607.0
"No","No","No","No","No",9364883.0
"No","No","No","No","No",5227977.0
"No","No","No","No","No",5.2358517E7
"No","Si","Si","No","No",8146520.0
"No","No","Si","Si","No",3860922.0
"No","No","No","No","No",6300000.0
"No","No","No","No","No",2.1318421E7
"No","No","No","No","No",1107907.0
"No","No","No","No","No",347010.0
"No","No","Si","No","No",7528603.0
"No","No","No","No","No",1.2390997E7
"No","No","No","No","No",7304791.0
"No","No","No","No","No",1.9092505E7
"No","No","No","No","No",1.2934284E7
"No","No","No","No","No",956000.0
"No","No","No","No","No",8061094.0
"Si","Si","Si","Si","Si",540000.0
"No","No","No","No","No",1.0111775E7
"Si","No","Si","Si","No",1407096.0
"No","No","No","No","No",1.8385897E7
"No","No","No","No","No",1074405.0
"No","No","No","No","No",653811.0
"Si","No","No","Si","No",150000.0
"No","No","No","No","No",2.0E7
"No","No","No","No","No",7.1737606E7
"No","No","No","No","No",94862.0
"No","No","No","No","No",203006.0
"No","No","No","No","No",200000.0
"No","No","No","No","No",1100000.0
"No","No","No","No","No",1389858.0
"No","No","No","No","No",5093330.0
"Si","No","No","No","No",528680.0
"No","Si","Si","Si","No",1835655.0
"Si","No","No","No","No",4.16E7
"Si","No","No","No","No",835645.0
"No","No","No","No","No",180000.0
"No","No","No","No","No",7853298.0
"Si","No","No","Si","No",2418887.0
"No","No","No","No","No",1947437.0
"Si","No","No","No","No",93059.0
"No","No","No","No","No",2064324.0
"No","No","No","No","No",236241.0
"No","No","No","Si","No",1.1314811E7
"No","No","No","No","No",320857.0
"No","No","No","No","No",383347.0
"No","No","No","No","No",1.1243257E7
"No","No","Si","No","No",1.2058795E7
"No","No","No","No","No",5.6029888E7
"No","No","No","No","No",2.9963658E7
"No","No","No","No","No",1760923.0
