"Maquinaria","Hardware","Software","CapacitacionP","EstudioMer","Ventas_anuales2014"
"No","No","No","No","No",375000.0
"No","No","No","No","No",155822.0
"No","No","No","No","No",191687.0
"No","Si","No","No","No",1.4258149E7
"No","No","No","No","No",5587901.0
"Si","No","No","No","No",236821.0
"No","No","No","No","No",742921.0
"No","Si","Si","Si","No",1.8222801E7
"No","No","No","No","No",2300000.0
"No","No","No","No","No",1.1416932E7
"No","No","No","No","No",933180.0
"No","No","No","No","No",4.99432467E8
"Si","No","No","No","No",426000.0
"No","No","No","No","No",674612.0
"No","No","No","No","No",5773986.0
"No","No","No","No","No",4368525.0
"No","No","No","No","No",310018.0
"No","No","No","No","No",2463348.0
"No","No","No","No","No",921840.0
"Si","Si","Si","No","No",3934455.0
"No","No","No","No","No",6170113.0
"No","No","No","No","No",7340356.0
"No","Si","Si","No","No",3491021.0
"No","No","No","No","No",2.066741E7
"Si","No","No","No","No",1.367291E7
"No","No","No","No","No",648000.0
"No","No","No","No","No",299000.0
"Si","Si","No","Si","No",8584330.0
"No","No","No","No","No",115000.0
"No","No","No","No","No",240033.0
"No","No","No","No","No",60000.0
"Si","Si","No","No","No",7869557.0
"No","No","No","No","No",700000.0
"No","No","No","No","No",4408000.0
"No","Si","Si","Si","No",3221838.0
"No","No","No","No","No",1.2172E7
"No","No","No","No","No",1924565.0
"Si","No","No","Si","No",978760.0
"No","No","Si","No","No",3225000.0
"No","No","No","No","No",1175658.0
"Si","No","Si","No","No",5.0212451E7
"No","No","No","No","No",8000.0
"No","No","No","No","No",170000.0
"No","No","No","No","No",55540.0
"No","No","Si","No","No",3198572.0
"Si","No","No","Si","No",533523.0
"No","No","Si","No","No",4600000.0
"Si","Si","Si","Si","No",5871197.0
"Si","Si","Si","No","No",1033757.0
"No","No","No","No","No",9325309.0
"No","No","No","No","No",921265.0
"No","No","No","No","No",2532933.0
"No","No","No","No","No",203500.0
"No","No","No","No","No",3000000.0
"No","No","No","No","No",9949000.0
"No","No","No","No","No",136800.0
"Si","Si","Si","No","No",3274249.0
"Si","No","Si","No","No",7245372.0
"No","No","No","No","No",1020990.0
"No","No","No","No","No",2.6974514E7
"No","No","No","No","No",7787147.0
"No","No","No","No","No",117673.0
"No","Si","Si","No","No",5100718.0
"No","Si","Si","Si","No",1892060.0
"No","No","No","No","No",695309.0
"Si","Si","No","Si","No",2079683.0
"No","No","No","No","No",9033868.0
"No","No","No","No","No",1708042.0
"No","No","No","No","No",6704139.0
"No","No","No","No","No",1710386.0
"No","No","No","No","No",743012.0
"No","No","No","No","No",5.08976283E8
"No","No","No","Si","No",796404.0
"Si","No","No","Si","No",6531427.0
"Si","Si","Si","Si","No",785230.0
"No","No","No","No","No",3869155.0
"Si","Si","Si","Si","No",7548403.0
"No","No","No","No","No",1310455.0
"No","Si","Si","No","No",1.75E7
"No","No","No","No","No",1981000.0
"No","No","No","No","No",174768.0
"No","No","No","No","No",100430.0
"Si","No","No","No","No",8836708.0
"No","No","No","No","No",212000.0
"No","No","Si","No","No",5.2429377E7
"No","No","No","No","No",1806200.0
"Si","No","No","No","No",296224.0
"No","No","No","No","No",119033.0
"No","No","No","No","No",2000000.0
"No","No","No","No","No",1.1420908E7
"No","Si","Si","No","No",162231.0
"No","No","No","No","No",6946297.0
"No","No","Si","No","No",8160206.0
"No","No","No","No","No",643554.0
"No","No","No","No","No",150118.0
"Si","Si","Si","Si","No",2333297.0
"No","No","No","No","No",312390.0
"No","No","No","No","No",270000.0
"No","No","No","No","No",580000.0
"No","No","No","No","No",106854.0
"Si","Si","No","No","No",800000.0
"Si","Si","Si","No","No",1372607.0
"Si","No","No","No","No",604936.0
"No","No","No","No","No",1477260.0
"No","No","No","No","No",88303.0
"No","No","No","No","No",1200500.0
"No","No","No","No","No",580000.0
"No","Si","Si","No","No",3389072.0
"No","No","No","No","No",275199.0
"No","No","Si","No","No",1234720.0
"Si","Si","No","No","No",5.747203E7
"No","No","No","No","No",1307123.0
"No","No","Si","No","Si",276594.0
"No","No","No","No","No",274480.0
"No","No","No","No","No",9532906.0
"Si","No","No","No","No",2264537.0
"Si","Si","Si","No","No",400000.0
"Si","No","No","No","No",1618858.0
"No","No","No","No","No",982163.0
"No","No","No","No","No",1.9601504E7
"No","No","No","No","No",405000.0
"No","No","No","No","No",1563239.0
"No","No","No","No","No",2405369.0
"Si","No","No","No","No",1.52175684E8
"No","No","No","No","No",523512.0
"No","No","No","No","No",22000.0
"No","No","No","No","No",2.439865E7
"No","No","No","Si","No",72625.0
"No","No","No","No","No",4358212.0
"No","No","No","No","No",7758000.0
"No","No","No","No","No",437650.0
"No","No","No","No","No",2.6902E7
"Si","No","No","No","No",200000.0
"No","Si","Si","Si","No",4908962.0
"Si","No","No","No","No",909788.0
"Si","No","No","Si","No",611583.0
"No","No","No","No","No",5.8423813E7
"No","No","No","No","No",559337.0
"No","No","No","No","No",617583.0
"No","No","No","No","No",2344799.0
"No","No","No","No","No",1200000.0
"Si","No","No","No","No",297748.0
"No","No","No","No","No",540000.0
"No","Si","Si","Si","No",1135593.0
"Si","No","No","Si","No",5247967.0
"Si","Si","No","No","No",556910.0
"Si","Si","No","Si","No",1.0675294E7
"No","No","No","No","No",293348.0
"No","No","No","No","No",7400238.0
"No","Si","No","No","No",1490133.0
"Si","No","No","Si","No",2221243.0
"No","No","Si","No","No",132040.0
"No","No","No","No","No",142394.0
"No","No","Si","No","No",797212.0
"Si","Si","Si","Si","No",2.7616494E7
"Si","No","No","No","No",932860.0
"No","No","No","No","No",4671206.0
"No","No","No","No","No",753746.0
"No","No","No","No","No",850734.0
"No","No","No","No","No",959600.0
"No","No","No","No","No",1095547.0
"No","Si","Si","No","No",1.0983136E7
"No","No","No","No","No",1320538.0
"Si","Si","Si","No","No",1486291.0
"No","No","No","No","No",821272.0
"No","Si","Si","Si","No",3914758.0
"Si","No","No","No","No",1150110.0
"No","No","No","No","No",1.4605576E7
"No","No","No","No","No",3426999.0
"No","No","No","No","Si",180000.0
"No","No","No","No","No",1.0508541E7
"Si","No","Si","No","No",947287.0
"Si","No","No","No","No",152668.0
"No","No","No","No","No",647528.0
"Si","Si","Si","No","No",1.1536E7
"No","No","No","No","No",7548248.0
"Si","No","No","No","No",796135.0
"No","No","No","No","No",6641792.0
"No","No","Si","No","No",7000000.0
"No","No","No","No","No",9705425.0
"No","No","Si","Si","No",1.5E7
"No","No","No","No","No",4580206.0
"Si","Si","No","Si","No",583090.0
"No","No","No","No","No",2961048.0
"No","No","No","No","No",7118049.0
"No","No","No","No","No",512227.0
"No","No","No","No","No",2703133.0
"Si","No","No","No","No",1.5283489E7
"No","No","No","No","No",1.7788E7
"Si","Si","Si","No","Si",5972154.0
"No","No","No","No","No",320000.0
"No","No","No","No","No",5971083.0
"No","No","No","No","No",4202786.0
"No","No","No","No","No",4315985.0
"No","No","No","No","No",585026.0
"Si","No","No","No","No",7.9616286E7
"No","Si","No","No","No",298061.0
"No","No","No","No","No",588659.0
"Si","No","No","No","No",1279700.0
"Si","No","Si","No","No",6528.0
"No","No","No","No","No",4857600.0
"No","No","No","No","No",4469494.0
"Si","No","Si","Si","No",9871117.0
"No","No","No","Si","No",3594303.0
"No","No","No","No","No",3133674.0
"No","No","No","No","No",817386.0
"No","No","Si","No","No",7555210.0
"No","No","No","No","No",1.2760797E7
"No","No","No","No","No",3.2818658E7
"Si","No","No","No","No",2825411.0
"No","No","No","No","No",550000.0
"No","No","No","No","No",626000.0
"Si","Si","Si","No","No",3500000.0
"No","No","No","No","No",1.106423E7
"No","Si","Si","Si","No",1.00858862E8
"No","No","No","No","No",2.3411E7
"No","Si","No","Si","No",6571969.0
"Si","No","Si","Si","No",5257860.0
"No","No","No","No","No",1160931.0
"Si","Si","Si","No","No",3549180.0
"Si","Si","Si","No","No",388535.0
"No","No","No","No","No",250000.0
"Si","Si","Si","Si","No",7006936.0
"No","No","No","No","No",1.5012373E7
"No","No","No","No","No",4000000.0
"No","Si","Si","No","No",8500000.0
"No","No","No","No","No",2070934.0
"Si","No","Si","Si","No",2.6049E7
"No","No","No","No","No",6313812.0
"Si","No","No","No","No",2727390.0
"No","Si","Si","No","No",1.2187653E7
"No","No","No","No","No",2840992.0
"No","No","No","No","No",1447630.0
"No","No","No","No","No",915009.0
"No","No","No","No","No",500000.0
"No","Si","Si","Si","No",1.2203881E7
"No","No","No","No","No",270000.0
"No","No","No","No","No",5990030.0
"No","No","No","No","No",8159621.0
"No","No","No","No","No",3.4E7
"Si","Si","No","No","No",9485709.0
"No","No","No","No","No",1.5967193E7
"No","No","No","No","No",1574346.0
"Si","No","No","No","No",6698382.0
"Si","Si","Si","Si","No",1515982.0
"No","No","No","No","No",8425224.0
"No","No","No","No","No",1474085.0
"No","No","Si","No","No",5934889.0
"No","No","No","No","No",2602000.0
"No","No","No","Si","No",190000.0
"No","No","No","No","No",5.4719618E7
"Si","No","No","No","No",1480878.0
"No","No","No","No","No",581491.0
"Si","No","No","No","No",430388.0
"Si","No","No","No","No",1100000.0
"Si","No","No","No","No",7233748.0
"Si","No","No","No","No",1.169211E7
"Si","No","No","Si","No",4500000.0
"No","No","No","No","No",160000.0
"Si","No","No","Si","No",142385.0
"No","Si","No","Si","No",1973375.0
"No","No","No","No","No",293627.0
"No","No","No","No","No",315580.0
"Si","No","No","No","No",130000.0
"No","No","No","No","No",3044380.0
"No","No","No","No","No",1119826.0
"No","No","No","No","No",680000.0
"No","No","No","No","No",1775092.0
"Si","No","No","No","No",1.63115218E8
"No","No","No","No","No",1.6197285E7
"No","No","No","No","No",800000.0
"No","No","No","No","No",325670.0
"No","No","No","No","No",1.58204615E8
"No","No","No","No","No",509028.0
"No","No","No","No","No",5400000.0
"Si","No","No","Si","No",9350000.0
"No","No","No","No","No",145114.0
"No","No","No","No","No",3787216.0
"No","No","Si","No","No",5.2257287E7
"No","No","No","No","No",103000.0
"Si","Si","Si","Si","Si",2447813.0
"No","No","No","No","No",3548402.0
"No","No","No","No","No",217555.0
"No","No","No","No","No",588803.0
"No","No","Si","No","No",3641893.0
"No","No","No","No","No",1.2016604E7
"No","No","Si","No","No",225000.0
"No","No","No","No","No",400000.0
"Si","No","Si","No","No",1750660.0
"No","No","No","No","No",8198648.0
"No","No","No","No","No",54000.0
"No","No","No","No","No",530463.0
"No","No","No","No","No",923715.0
"No","No","Si","No","No",560044.0
"No","No","No","No","No",7177556.0
"Si","No","No","No","No",3.92E7
"Si","No","No","No","No",1720000.0
"No","No","No","No","No",206950.0
"Si","Si","Si","No","No",1.8395549E7
"Si","No","Si","No","No",3.0994467E7
"No","No","No","No","No",7793495.0
"No","No","Si","No","No",563802.0
"No","No","No","No","No",278168.0
"No","No","No","No","No",99050.0
"No","No","No","No","No",5.2358547E7
"No","No","No","No","No",6824000.0
"No","No","No","No","No",1287632.0
"Si","No","No","No","No",1.0E7
"No","No","No","No","No",615704.0
"No","No","No","No","No",1.55E7
"No","No","No","No","No",30000.0
"No","No","No","No","No",1.2676743E7
"No","No","No","No","No",7000888.0
"No","No","No","No","No",8822366.0
"No","Si","Si","No","No",3560562.0
"No","No","No","No","No",576200.0
"No","Si","Si","Si","No",1253424.0
"Si","No","No","No","No",4546922.0
"No","No","No","No","No",1.2976089E7
"Si","Si","Si","Si","No",4.29390773E8
"Si","No","No","No","No",1476961.0
"Si","No","No","No","No",2187105.0
"No","Si","No","Si","No",1735007.0
"No","No","No","No","No",6.2307927E7
"No","No","No","No","No",180088.0
"No","No","No","No","No",5136271.0
"No","No","No","No","No",433530.0
"No","No","No","No","No",9.6720259E7
"No","No","No","No","No",5597072.0
"No","No","No","No","No",6.4578488E7
"No","Si","No","Si","No",8414024.0
"No","No","No","No","No",120000.0
"No","No","No","No","No",2931660.0
"No","No","No","No","No",292615.0
"No","No","No","No","No",2500000.0
"No","No","No","No","No",4702348.0
"No","No","No","No","No",240000.0
"No","No","No","No","No",7.7199065E7
"No","No","No","No","No",8640000.0
"No","No","No","No","No",1990049.0
"Si","No","No","Si","No",1.4466E7
"No","Si","Si","No","No",4579181.0
"No","No","No","No","No",4789050.0
"No","No","Si","No","No",412056.0
"No","No","No","No","No",900000.0
"No","No","No","No","No",1306902.0
"No","No","No","No","No",1.4269014E7
"No","No","No","No","No",150000.0
"No","No","No","No","No",8.551266E7
"No","No","No","No","No",1.47281574E8
"Si","No","No","No","No",4322274.0
"No","Si","Si","No","No",2703252.0
"Si","No","Si","No","No",532040.0
"No","No","No","No","No",1.3039806E7
"Si","No","No","No","No",215060.0
"No","No","No","No","No",6146555.0
"No","No","No","No","No",2.0131027E7
"No","No","No","No","No",2875473.0
"No","No","Si","No","No",3.94568E7
"No","No","No","No","No",1376311.0
"No","No","No","No","No",579863.0
"No","No","No","No","No",105410.0
"Si","No","No","No","No",800000.0
"No","No","No","No","No",4536287.0
"No","No","No","No","No",5565140.0
"No","No","No","No","No",228549.0
"No","No","No","No","No",812411.0
"No","No","No","No","No",6.6213188E8
"No","Si","Si","Si","No",3315169.0
"No","No","No","No","No",545750.0
"No","No","No","No","No",102912.0
"No","No","No","No","No",1212876.0
"Si","No","No","No","No",3196726.0
"No","No","No","No","No",2964858.0
"No","No","No","No","No",405080.0
"Si","No","Si","No","No",2000000.0
"Si","No","No","Si","Si",3.917281E7
"No","No","No","No","No",591832.0
"No","No","No","No","No",6606852.0
"Si","Si","No","Si","No",28000.0
"No","No","No","No","No",832309.0
"Si","No","No","Si","No",490000.0
"Si","Si","No","No","No",160000.0
"No","No","No","No","No",1.0643164E7
"Si","Si","No","No","No",334857.0
"No","No","No","No","No",792656.0
"Si","No","No","No","No",522203.0
"Si","No","No","No","No",146217.0
"No","No","No","No","No",310288.0
"No","No","No","No","No",49279.0
"No","Si","Si","Si","No",1000000.0
"Si","No","No","No","No",2651731.0
"No","No","Si","Si","No",6.5949335E7
"No","Si","Si","Si","No",2100250.0
"Si","No","No","No","No",349108.0
"Si","No","No","Si","No",1671348.0
"No","No","No","Si","Si",1.2931294E7
"No","No","No","No","No",4051108.0
"No","No","No","No","No",7151184.0
"No","No","No","No","No",309931.0
"No","No","No","No","No",193550.0
"No","No","No","No","No",1205265.0
"No","No","No","No","No",8760000.0
"No","No","No","No","No",511818.0
"No","No","No","No","No",824981.0
"Si","Si","No","Si","No",1.6737E7
"Si","No","No","No","No",1714334.0
"No","No","No","No","No",7539625.0
"No","No","No","No","No",260000.0
"Si","Si","Si","Si","Si",2.3727648E7
"No","No","No","No","No",22249.0
"Si","No","No","No","No",195291.0
"No","No","No","No","No",1000000.0
"No","No","No","No","No",511235.0
"No","No","Si","Si","No",1724490.0
"No","No","Si","Si","No",1.66E7
"No","No","Si","Si","No",7459723.0
"Si","No","No","Si","Si",800000.0
"No","No","No","No","No",618921.0
"No","No","No","No","No",2322003.0
"No","No","No","No","No",1866863.0
"No","No","No","No","No",5812505.0
"Si","No","No","Si","No",548284.0
"No","No","No","No","No",83306.0
"No","No","No","No","No",9180750.0
"Si","No","No","Si","No",8747979.0
"No","No","No","No","No",180000.0
"No","No","No","No","No",1963960.0
"No","No","No","No","No",742400.0
"No","No","No","No","No",1.7979E7
"No","No","No","No","No",5758737.0
"No","No","Si","No","No",580000.0
"Si","No","No","No","No",550000.0
"No","No","No","No","No",240000.0
"No","No","No","No","No",210528.0
"No","No","No","No","No",8.9644153E7
"No","No","No","No","No",546106.0
"No","No","No","No","No",262050.0
"Si","No","Si","No","No",660792.0
"No","No","Si","Si","No",1.0176475E7
"No","No","No","No","No",457843.0
"No","No","No","No","No",625302.0
"No","No","No","No","No",36000.0
"No","No","No","No","No",150000.0
"No","No","No","No","No",343238.0
"No","No","No","No","No",668978.0
"No","No","No","No","No",667522.0
"No","No","No","No","No",4560968.0
"No","No","No","No","No",410073.0
"No","No","No","No","No",4.4350397E7
"Si","Si","Si","No","No",4.7042547E7
"No","Si","Si","Si","No",2.167E7
"No","Si","Si","Si","No",2548838.0
"No","No","No","No","No",2296471.0
"Si","Si","Si","No","Si",1716870.0
"Si","No","No","No","No",210000.0
"No","No","No","No","No",4518162.0
"No","No","No","No","No",1.1286726E7
"No","No","No","No","No",8531840.0
"No","No","No","No","No",8142832.0
"No","No","No","No","No",256679.0
"No","No","No","Si","No",2.0447E7
"No","No","No","No","No",300200.0
"No","No","No","No","No",9.5E7
"Si","Si","Si","No","No",6529971.0
"No","No","No","No","No",2785334.0
"No","No","No","No","No",361386.0
"No","No","No","No","No",1451603.0
